Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet_div_2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf_div_2tf,b_div_t,b_div_tdes,h_div_tw,h_div_tdes,D_div_t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan_,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W36X262,W36X262,F,262,77.2,36.9,36  7/8 ,NaN,NaN,NaN,16.6,16  1/2 ,NaN,NaN,NaN,0.84, 13/16,  7/16,1.44,1  7/16,NaN,NaN,NaN,2.39,2  3/4 ,1  5/8 ,NaN,NaN,NaN,NaN,NaN,5.75,NaN,NaN,38.2,NaN,NaN,17900,1100,972,15.3,1090,204,132,3.76,NaN,NaN,NaN,41.6,342000,NaN,147,873,NaN,NaN,200,543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.46,35.5,120,NaN,137,90.4,107,31  3/8 ,7  1/2 ,NaN
W,W36X247,W36X247,F,247,72.5,36.7,36  5/8 ,NaN,NaN,NaN,16.5,16  1/2 ,NaN,NaN,NaN,0.8, 13/16,  7/16,1.35,1  3/8 ,NaN,NaN,NaN,2.3,2  5/8 ,1  5/8 ,NaN,NaN,NaN,NaN,NaN,6.11,NaN,NaN,40.1,NaN,NaN,16700,1030,913,15.2,1010,190,123,3.74,NaN,NaN,NaN,34.7,316000,NaN,146,812,NaN,NaN,187,509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.42,35.4,120,NaN,136,89.9,106,31  3/8 ,7  1/2 ,NaN
W,W36X231,W36X231,F,231,68.2,36.5,36  1/2 ,NaN,NaN,NaN,16.5,16  1/2 ,NaN,NaN,NaN,0.76,  3/4 ,  3/8 ,1.26,1  1/4 ,NaN,NaN,NaN,2.21,2  9/16,1  9/16,NaN,NaN,NaN,NaN,NaN,6.54,NaN,NaN,42.2,NaN,NaN,15600,963,854,15.1,940,176,114,3.71,NaN,NaN,NaN,28.7,292000,NaN,145,756,NaN,NaN,175,476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4,35.2,120,NaN,136,89.5,106,31  3/8 ,7  1/2 ,NaN
W,W36X256,W36X256,F,256,75.3,37.4,37  3/8 ,NaN,NaN,NaN,12.2,12  1/4 ,NaN,NaN,NaN,0.96, 15/16,  1/2 ,1.73,1  3/4 ,NaN,NaN,NaN,2.48,2 15/16,1 11/16,NaN,NaN,NaN,NaN,NaN,3.53,NaN,NaN,33.8,NaN,NaN,16800,1040,895,14.9,528,137,86.5,2.65,NaN,NaN,NaN,52.9,168000,NaN,109,576,NaN,NaN,174,516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.24,35.7,108,NaN,120,87,99.2,31  1/2 ,5  1/2 ,NaN
W,W36X232,W36X232,F,232,68,37.1,37  1/8 ,NaN,NaN,NaN,12.1,12  1/8 ,NaN,NaN,NaN,0.87,  7/8 ,  7/16,1.57,1  9/16,NaN,NaN,NaN,2.32,2 13/16,1  5/8 ,NaN,NaN,NaN,NaN,NaN,3.86,NaN,NaN,37.3,NaN,NaN,15000,936,809,14.8,468,122,77.2,2.62,NaN,NaN,NaN,39.6,148000,NaN,108,512,NaN,NaN,157,464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.21,35.5,108,NaN,120,86.3,98.4,31  1/2 ,5  1/2 ,NaN
W,W36X210,W36X210,F,210,61.9,36.7,36  3/4 ,NaN,NaN,NaN,12.2,12  1/8 ,NaN,NaN,NaN,0.83, 13/16,  7/16,1.36,1  3/8 ,NaN,NaN,NaN,2.11,2  5/8 ,1  5/8 ,NaN,NaN,NaN,NaN,NaN,4.48,NaN,NaN,39.1,NaN,NaN,13200,833,719,14.6,411,107,67.5,2.58,NaN,NaN,NaN,28,128000,NaN,108,446,NaN,NaN,136,412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.18,35.3,107,NaN,119,85.6,97.8,31  1/2 ,5  1/2 ,NaN
W,W36X194,W36X194,F,194,57,36.5,36  1/2 ,NaN,NaN,NaN,12.1,12  1/8 ,NaN,NaN,NaN,0.765,  3/4 ,  3/8 ,1.26,1  1/4 ,NaN,NaN,NaN,2.01,2  1/2 ,1  9/16,NaN,NaN,NaN,NaN,NaN,4.81,NaN,NaN,42.4,NaN,NaN,12100,767,664,14.6,375,97.7,61.9,2.56,NaN,NaN,NaN,22.2,116000,NaN,107,407,NaN,NaN,126,379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.15,35.2,107,NaN,119,85.1,97.2,31  1/2 ,5  1/2 ,NaN
W,W36X182,W36X182,F,182,53.6,36.3,36  3/8 ,NaN,NaN,NaN,12.1,12  1/8 ,NaN,NaN,NaN,0.725,  3/4 ,  3/8 ,1.18,1  3/16,NaN,NaN,NaN,1.93,2  3/8 ,1  9/16,NaN,NaN,NaN,NaN,NaN,5.12,NaN,NaN,44.8,NaN,NaN,11300,718,623,14.5,347,90.7,57.6,2.55,NaN,NaN,NaN,18.5,107000,NaN,106,378,NaN,NaN,118,355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.13,35.1,106,NaN,118,84.7,96.8,31  1/2 ,5  1/2 ,NaN
W,W36X170,W36X170,F,170,50,36.2,36  1/8 ,NaN,NaN,NaN,12,12,NaN,NaN,NaN,0.68, 11/16,  3/8 ,1.1,1  1/8 ,NaN,NaN,NaN,1.85,2  3/8 ,1  9/16,NaN,NaN,NaN,NaN,NaN,5.47,NaN,NaN,47.7,NaN,NaN,10500,668,581,14.5,320,83.8,53.2,2.53,NaN,NaN,NaN,15.1,98500,NaN,105,349,NaN,NaN,109,330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.11,35.1,106,NaN,118,84.4,96.4,31  1/2 ,5  1/2 ,NaN
W,W36X160,W36X160,F,160,47,36,36,NaN,NaN,NaN,12,12,NaN,NaN,NaN,0.65,  5/8 ,  5/16,1.02,1,NaN,NaN,NaN,1.77,2  1/4 ,1  9/16,NaN,NaN,NaN,NaN,NaN,5.88,NaN,NaN,49.9,NaN,NaN,9760,624,542,14.4,295,77.3,49.1,2.5,NaN,NaN,NaN,12.4,90200,NaN,105,321,NaN,NaN,101,308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.09,35,105,NaN,117,84,96,31  1/2 ,5  1/2 ,NaN
W,W36X150,W36X150,F,150,44.3,35.9,35  7/8 ,NaN,NaN,NaN,12,12,NaN,NaN,NaN,0.625,  5/8 ,  5/16,0.94, 15/16,NaN,NaN,NaN,1.69,2  3/16,1  1/2 ,NaN,NaN,NaN,NaN,NaN,6.37,NaN,NaN,51.9,NaN,NaN,9040,581,504,14.3,270,70.9,45.1,2.47,NaN,NaN,NaN,10.1,82200,NaN,105,294,NaN,NaN,93.1,287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.06,35,105,NaN,117,83.8,95.8,31  1/2 ,5  1/2 ,NaN
W,W36X135,W36X135,F,135,39.9,35.6,35  1/2 ,NaN,NaN,NaN,12,12,NaN,NaN,NaN,0.6,  5/8 ,  5/16,0.79, 13/16,NaN,NaN,NaN,1.54,2  1/16,1  1/2 ,NaN,NaN,NaN,NaN,NaN,7.56,NaN,NaN,54.1,NaN,NaN,7800,509,439,14,225,59.7,37.7,2.38,NaN,NaN,NaN,7,68100,NaN,104,245,NaN,NaN,77.9,251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.99,34.8,105,NaN,117,83.2,95.2,31  1/2 ,5  1/2 ,NaN
W,W33X387,W33X387,T,387,114,36,36,NaN,NaN,NaN,16.2,16  1/4 ,NaN,NaN,NaN,1.26,1  1/4 ,  5/8 ,2.28,2  1/4 ,NaN,NaN,NaN,3.07,3  9/16,1 13/16,NaN,NaN,NaN,NaN,NaN,3.55,NaN,NaN,23.7,NaN,NaN,24300,1560,1350,14.6,1620,312,200,3.77,NaN,NaN,NaN,148,459000,NaN,137,1260,NaN,NaN,287,778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.49,33.7,117,NaN,133,88.2,104,28  7/8 ,5  1/2 ,NaN
W,W33X354,W33X354,T,354,104,35.6,35  1/2 ,NaN,NaN,NaN,16.1,16  1/8 ,NaN,NaN,NaN,1.16,1  3/16,  5/8 ,2.09,2  1/16,NaN,NaN,NaN,2.88,3  3/8 ,1 13/16,NaN,NaN,NaN,NaN,NaN,3.85,NaN,NaN,25.7,NaN,NaN,22000,1420,1240,14.5,1460,282,181,3.74,NaN,NaN,NaN,115,408000,NaN,135,1130,NaN,NaN,262,707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.44,33.5,116,NaN,132,87.3,103,28  7/8 ,5  1/2 ,NaN
W,W33X318,W33X318,F,318,93.7,35.2,35  1/8 ,NaN,NaN,NaN,16,16,NaN,NaN,NaN,1.04,1  1/16,  9/16,1.89,1  7/8 ,NaN,NaN,NaN,2.68,3  3/16,1  3/4 ,NaN,NaN,NaN,NaN,NaN,4.23,NaN,NaN,28.7,NaN,NaN,19500,1270,1110,14.5,1290,250,161,3.71,NaN,NaN,NaN,84.4,357000,NaN,133,1010,NaN,NaN,235,632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.4,33.3,115,NaN,131,86.4,102,28  7/8 ,5  1/2 ,NaN
W,W33X291,W33X291,F,291,85.6,34.8,34  7/8 ,NaN,NaN,NaN,15.9,15  7/8 ,NaN,NaN,NaN,0.96, 15/16,  1/2 ,1.73,1  3/4 ,NaN,NaN,NaN,2.52,2 15/16,1 11/16,NaN,NaN,NaN,NaN,NaN,4.6,NaN,NaN,31,NaN,NaN,17700,1160,1020,14.4,1160,226,146,3.68,NaN,NaN,NaN,65.1,319000,NaN,131,904,NaN,NaN,214,573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.34,33.1,114,NaN,130,85.5,101,28  7/8 ,5  1/2 ,NaN
W,W33X263,W33X263,F,263,77.4,34.5,34  1/2 ,NaN,NaN,NaN,15.8,15  3/4 ,NaN,NaN,NaN,0.87,  7/8 ,  7/16,1.57,1  9/16,NaN,NaN,NaN,2.36,2 13/16,1  5/8 ,NaN,NaN,NaN,NaN,NaN,5.03,NaN,NaN,34.3,NaN,NaN,15900,1040,919,14.3,1040,202,131,3.66,NaN,NaN,NaN,48.7,281000,NaN,130,807,NaN,NaN,193,515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.31,32.9,113,NaN,129,84.8,101,28  7/8 ,5  1/2 ,NaN
W,W33X241,W33X241,F,241,71.1,34.2,34  1/8 ,NaN,NaN,NaN,15.9,15  7/8 ,NaN,NaN,NaN,0.83, 13/16,  7/16,1.4,1  3/8 ,NaN,NaN,NaN,2.19,2 11/16,1  5/8 ,NaN,NaN,NaN,NaN,NaN,5.66,NaN,NaN,35.9,NaN,NaN,14200,940,831,14.1,933,182,118,3.62,NaN,NaN,NaN,36.2,251000,NaN,130,726,NaN,NaN,173,467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.29,32.8,113,NaN,129,84.3,100,28  7/8 ,5  1/2 ,NaN
W,W33X221,W33X221,F,221,65.3,33.9,33  7/8 ,NaN,NaN,NaN,15.8,15  3/4 ,NaN,NaN,NaN,0.775,  3/4 ,  3/8 ,1.28,1  1/4 ,NaN,NaN,NaN,2.06,2  1/2 ,1  5/8 ,NaN,NaN,NaN,NaN,NaN,6.2,NaN,NaN,38.5,NaN,NaN,12900,857,759,14.1,840,164,106,3.59,NaN,NaN,NaN,27.8,224000,NaN,129,647,NaN,NaN,156,423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.25,32.6,112,NaN,128,83.6,99.4,28  7/8 ,5  1/2 ,NaN
W,W33X201,W33X201,F,201,59.1,33.7,33  5/8 ,NaN,NaN,NaN,15.7,15  3/4 ,NaN,NaN,NaN,0.715, 11/16,  3/8 ,1.15,1  1/8 ,NaN,NaN,NaN,1.94,2  7/16,1  9/16,NaN,NaN,NaN,NaN,NaN,6.85,NaN,NaN,41.7,NaN,NaN,11600,773,686,14,749,147,95.2,3.56,NaN,NaN,NaN,20.8,198000,NaN,128,577,NaN,NaN,140,382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.21,32.6,111,NaN,127,83.1,98.8,28  7/8 ,5  1/2 ,NaN
W,W33X169,W33X169,F,169,49.5,33.8,33  7/8 ,NaN,NaN,NaN,11.5,11  1/2 ,NaN,NaN,NaN,0.67, 11/16,  3/8 ,1.22,1  1/4 ,NaN,NaN,NaN,1.92,2  7/16,1  9/16,NaN,NaN,NaN,NaN,NaN,4.71,NaN,NaN,44.7,NaN,NaN,9290,629,549,13.7,310,84.4,53.9,2.5,NaN,NaN,NaN,17.7,82400,NaN,93.7,329,NaN,NaN,108,311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.03,32.6,99.5,NaN,111,79.1,90.6,28  7/8 ,5  1/2 ,NaN
W,W33X152,W33X152,F,152,44.9,33.5,33  1/2 ,NaN,NaN,NaN,11.6,11  5/8 ,NaN,NaN,NaN,0.635,  5/8 ,  5/16,1.06,1  1/16,NaN,NaN,NaN,1.76,2  5/16,1  1/2 ,NaN,NaN,NaN,NaN,NaN,5.48,NaN,NaN,47.2,NaN,NaN,8160,559,487,13.5,273,73.9,47.2,2.47,NaN,NaN,NaN,12.4,71700,NaN,94.1,289,NaN,NaN,94.3,278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.01,32.4,99.4,NaN,111,78.6,90.2,28  7/8 ,5  1/2 ,NaN
W,W33X141,W33X141,F,141,41.5,33.3,33  1/4 ,NaN,NaN,NaN,11.5,11  1/2 ,NaN,NaN,NaN,0.605,  5/8 ,  5/16,0.96, 15/16,NaN,NaN,NaN,1.66,2  3/16,1  1/2 ,NaN,NaN,NaN,NaN,NaN,6.01,NaN,NaN,49.6,NaN,NaN,7450,514,448,13.4,246,66.9,42.7,2.43,NaN,NaN,NaN,9.7,64400,NaN,93,257,NaN,NaN,84.6,253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.98,32.3,98.5,NaN,110,78.1,89.6,28  7/8 ,5  1/2 ,NaN
W,W33X130,W33X130,F,130,38.3,33.1,33  1/8 ,NaN,NaN,NaN,11.5,11  1/2 ,NaN,NaN,NaN,0.58,  9/16,  5/16,0.855,  7/8 ,NaN,NaN,NaN,1.56,2  1/8 ,1  1/2 ,NaN,NaN,NaN,NaN,NaN,6.73,NaN,NaN,51.7,NaN,NaN,6710,467,406,13.2,218,59.5,37.9,2.39,NaN,NaN,NaN,7.37,56600,NaN,92.7,228,NaN,NaN,75.3,230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.94,32.2,98.5,NaN,110,77.7,89.2,28  7/8 ,5  1/2 ,NaN
W,W33X118,W33X118,F,118,34.7,32.9,32  7/8 ,NaN,NaN,NaN,11.5,11  1/2 ,NaN,NaN,NaN,0.55,  9/16,  5/16,0.74,  3/4 ,NaN,NaN,NaN,1.44,2,1  1/2 ,NaN,NaN,NaN,NaN,NaN,7.76,NaN,NaN,54.5,NaN,NaN,5900,415,359,13,187,51.3,32.6,2.32,NaN,NaN,NaN,5.3,48300,NaN,92.5,197,NaN,NaN,65.1,205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.89,32.2,97.5,NaN,109,77.3,88.8,28  7/8 ,5  1/2 ,NaN
W,W30X391,W30X391,T,391,115,33.2,33  1/4 ,NaN,NaN,NaN,15.6,15  5/8 ,NaN,NaN,NaN,1.36,1  3/8 , 11/16,2.44,2  7/16,NaN,NaN,NaN,3.23,3  3/4 ,1  7/8 ,NaN,NaN,NaN,NaN,NaN,3.19,NaN,NaN,19.7,NaN,NaN,20700,1450,1250,13.4,1550,310,198,3.67,NaN,NaN,NaN,173,366000,NaN,120,1140,NaN,NaN,267,722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.37,30.8,109,NaN,125,82,97.6,25  3/4 ,5  1/2 ,NaN
W,W30X357,W30X357,T,357,105,32.8,32  3/4 ,NaN,NaN,NaN,15.5,15  1/2 ,NaN,NaN,NaN,1.24,1  1/4 ,  5/8 ,2.24,2  1/4 ,NaN,NaN,NaN,3.03,3  1/2 ,1 13/16,NaN,NaN,NaN,NaN,NaN,3.45,NaN,NaN,21.6,NaN,NaN,18700,1320,1140,13.3,1390,279,179,3.64,NaN,NaN,NaN,134,324000,NaN,118,1030,NaN,NaN,244,655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.31,30.6,108,NaN,124,81.1,96.6,25  3/4 ,5  1/2 ,NaN
W,W30X326,W30X326,T,326,95.9,32.4,32  3/8 ,NaN,NaN,NaN,15.4,15  3/8 ,NaN,NaN,NaN,1.14,1  1/8 ,  9/16,2.05,2  1/16,NaN,NaN,NaN,2.84,3  5/16,1  3/4 ,NaN,NaN,NaN,NaN,NaN,3.75,NaN,NaN,23.4,NaN,NaN,16800,1190,1040,13.2,1240,252,162,3.6,NaN,NaN,NaN,103,287000,NaN,117,922,NaN,NaN,222,593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.26,30.4,108,NaN,123,80.2,95.6,25  3/4 ,5  1/2 ,NaN
W,W30X292,W30X292,F,292,86,32,32,NaN,NaN,NaN,15.3,15  1/4 ,NaN,NaN,NaN,1.02,1,  1/2 ,1.85,1  7/8 ,NaN,NaN,NaN,2.64,3  1/8 ,1  3/4 ,NaN,NaN,NaN,NaN,NaN,4.12,NaN,NaN,26.2,NaN,NaN,14900,1060,930,13.2,1100,223,144,3.58,NaN,NaN,NaN,75.2,250000,NaN,115,816,NaN,NaN,199,529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.22,30.2,107,NaN,122,79.3,94.6,25  3/4 ,5  1/2 ,NaN
W,W30X261,W30X261,F,261,77,31.6,31  5/8 ,NaN,NaN,NaN,15.2,15  1/8 ,NaN,NaN,NaN,0.93, 15/16,  1/2 ,1.65,1  5/8 ,NaN,NaN,NaN,2.44,2 15/16,1 11/16,NaN,NaN,NaN,NaN,NaN,4.59,NaN,NaN,28.7,NaN,NaN,13100,943,829,13.1,959,196,127,3.53,NaN,NaN,NaN,54.1,215000,NaN,114,714,NaN,NaN,176,469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.16,30,106,NaN,121,78.4,93.6,25  3/4 ,5  1/2 ,NaN
W,W30X235,W30X235,F,235,69.3,31.3,31  1/4 ,NaN,NaN,NaN,15.1,15,NaN,NaN,NaN,0.83, 13/16,  7/16,1.5,1  1/2 ,NaN,NaN,NaN,2.29,2  3/4 ,1  5/8 ,NaN,NaN,NaN,NaN,NaN,5.02,NaN,NaN,32.2,NaN,NaN,11700,847,748,13,855,175,114,3.51,NaN,NaN,NaN,40.3,190000,NaN,112,637,NaN,NaN,159,421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.13,29.8,105,NaN,120,77.7,92.8,25  3/4 ,5  1/2 ,NaN
W,W30X211,W30X211,F,211,62.3,30.9,31,NaN,NaN,NaN,15.1,15  1/8 ,NaN,NaN,NaN,0.775,  3/4 ,  3/8 ,1.32,1  5/16,NaN,NaN,NaN,2.1,2  9/16,1  5/8 ,NaN,NaN,NaN,NaN,NaN,5.74,NaN,NaN,34.5,NaN,NaN,10300,751,665,12.9,757,155,100,3.49,NaN,NaN,NaN,28.4,166000,NaN,112,556,NaN,NaN,140,372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.11,29.6,104,NaN,119,76.9,92,25  3/4 ,5  1/2 ,NaN
W,W30X191,W30X191,F,191,56.1,30.7,30  5/8 ,NaN,NaN,NaN,15,15,NaN,NaN,NaN,0.71, 11/16,  3/8 ,1.19,1  3/16,NaN,NaN,NaN,1.97,2  1/2 ,1  9/16,NaN,NaN,NaN,NaN,NaN,6.35,NaN,NaN,37.7,NaN,NaN,9200,675,600,12.8,673,138,89.5,3.46,NaN,NaN,NaN,21,146000,NaN,111,494,NaN,NaN,125,335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.06,29.5,104,NaN,119,76.4,91.4,25  3/4 ,5  1/2 ,NaN
W,W30X173,W30X173,F,173,50.9,30.4,30  1/2 ,NaN,NaN,NaN,15,15,NaN,NaN,NaN,0.655,  5/8 ,  5/16,1.07,1  1/16,NaN,NaN,NaN,1.85,2  5/16,1  9/16,NaN,NaN,NaN,NaN,NaN,7.04,NaN,NaN,40.8,NaN,NaN,8230,607,541,12.7,598,123,79.8,3.42,NaN,NaN,NaN,15.6,129000,NaN,110,441,NaN,NaN,113,301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.03,29.3,103,NaN,118,75.8,90.8,25  3/4 ,5  1/2 ,NaN
W,W30X148,W30X148,F,148,43.6,30.7,30  5/8 ,NaN,NaN,NaN,10.5,10  1/2 ,NaN,NaN,NaN,0.65,  5/8 ,  5/16,1.18,1  3/16,NaN,NaN,NaN,1.83,2  1/2 ,1  9/16,NaN,NaN,NaN,NaN,NaN,4.44,NaN,NaN,41.6,NaN,NaN,6680,500,436,12.4,227,68,43.3,2.28,NaN,NaN,NaN,14.5,49400,NaN,77.5,240,NaN,NaN,85.8,248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.77,29.5,90.5,NaN,101,71.9,82.4,25  3/4 ,5  1/2 ,NaN
W,W30X132,W30X132,F,132,38.8,30.3,30  1/4 ,NaN,NaN,NaN,10.5,10  1/2 ,NaN,NaN,NaN,0.615,  5/8 ,  5/16,1,1,NaN,NaN,NaN,1.65,2  1/4 ,1  1/2 ,NaN,NaN,NaN,NaN,NaN,5.27,NaN,NaN,43.9,NaN,NaN,5770,437,380,12.2,196,58.4,37.2,2.25,NaN,NaN,NaN,9.72,42100,NaN,76.9,202,NaN,NaN,72.4,215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.75,29.3,89.5,NaN,100,71.1,81.6,25  3/4 ,5  1/2 ,NaN
W,W30X124,W30X124,F,124,36.5,30.2,30  1/8 ,NaN,NaN,NaN,10.5,10  1/2 ,NaN,NaN,NaN,0.585,  9/16,  5/16,0.93, 15/16,NaN,NaN,NaN,1.58,2  1/4 ,1  1/2 ,NaN,NaN,NaN,NaN,NaN,5.65,NaN,NaN,46.2,NaN,NaN,5360,408,355,12.1,181,54,34.4,2.23,NaN,NaN,NaN,7.99,38600,NaN,76.8,188,NaN,NaN,67.5,202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.73,29.3,89.5,NaN,100,70.9,81.4,25  3/4 ,5  1/2 ,NaN
W,W30X116,W30X116,F,116,34.2,30,30,NaN,NaN,NaN,10.5,10  1/2 ,NaN,NaN,NaN,0.565,  9/16,  5/16,0.85,  7/8 ,NaN,NaN,NaN,1.5,2  1/8 ,1  1/2 ,NaN,NaN,NaN,NaN,NaN,6.17,NaN,NaN,47.8,NaN,NaN,4930,378,329,12,164,49.2,31.3,2.19,NaN,NaN,NaN,6.43,34900,NaN,76.5,171,NaN,NaN,61.5,187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7,29.2,89.3,NaN,100,70.5,81,25  3/4 ,5  1/2 ,NaN
W,W30X108,W30X108,F,108,31.7,29.8,29  7/8 ,NaN,NaN,NaN,10.5,10  1/2 ,NaN,NaN,NaN,0.545,  9/16,  5/16,0.76,  3/4 ,NaN,NaN,NaN,1.41,2,1  1/2 ,NaN,NaN,NaN,NaN,NaN,6.89,NaN,NaN,49.6,NaN,NaN,4470,346,299,11.9,146,43.9,27.9,2.15,NaN,NaN,NaN,4.99,30900,NaN,76.2,152,NaN,NaN,54.9,170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.67,29,88.9,NaN,99.4,70.1,80.6,25  3/4 ,5  1/2 ,NaN
W,W30X99,W30X99,F,99,29,29.7,29  5/8 ,NaN,NaN,NaN,10.5,10  1/2 ,NaN,NaN,NaN,0.52,  1/2 ,  1/4 ,0.67, 11/16,NaN,NaN,NaN,1.32,2,1  1/2 ,NaN,NaN,NaN,NaN,NaN,7.8,NaN,NaN,51.9,NaN,NaN,3990,312,269,11.7,128,38.6,24.5,2.1,NaN,NaN,NaN,3.77,26800,NaN,76.2,134,NaN,NaN,48.5,154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.62,29,88.7,NaN,99.2,69.9,80.4,25  3/4 ,5  1/2 ,NaN
